appid,name,year,developer,platforms,num_ratings,positive_rate,multi_player,single_player,genre,theme,special
9900,Star Trek Online,2012,Cryptic Studios,windows,10030,0.761615155,1,0,"['4', '11']","['11', '21']","['1', '2']"
9940,Blade Kitten,2014,Krome Studios,windows,895,0.833519553,0,1,"['0', '2']","['1', '13']",['4']
9960,Haunted House™,2010,ImagineEngline,windows,22,0.409090909,0,1,['2'],,
9970,Star Raiders,2011,Incinerator Studios,windows,29,0.172413793,0,1,['0'],['11'],
9980,The UnderGarden,2010,Artech Studios,windows,72,0.666666667,0,1,['7'],['0'],
10090,Call of Duty: World at War,2008,Treyarch,windows,21078,0.929642281,1,1,['0'],"['6', '20', '23']",['2']
10100,King's Quest™ Collection,2009,Sierra,windows,157,0.796178344,0,1,['2'],"['4', '16']",
10110,Space Quest™ Collection,2009,Sierra,windows,185,0.772972973,0,1,['2'],"['4', '16']",
10120,Aces of the Galaxy™,2009,Artech Studios,windows,30,0.466666667,0,1,"['0', '7']",['11'],
10130,TimeShift™,2009,Saber Interactive,windows,782,0.796675192,1,1,['0'],['6'],
10140,3D Ultra™ Minigolf Adventures,2009,Wanako Games,windows,78,0.641025641,0,1,['12'],['14'],
10150,Prototype™,2009,Radical Entertainment,windows,4606,0.80373426,0,1,"['0', '2']",['9'],
10180,Call of Duty®: Modern Warfare® 2,2009,Infinity Ward;Aspyr (Mac),windows;mac,32832,0.913925439,1,1,['0'],['6'],"['2', '4']"
10220,Postal III,2012,Trashmasters,windows,1742,0.367967853,0,1,['0'],,
10230,Dead Mountaineer's Hotel,2011,Electronic Paradise,windows,88,0.284090909,0,1,['2'],['4'],
10240,A Stroke of Fate: Operation Valkyrie,2011,SPLine,windows,25,0.6,0,1,['2'],['4'],
10250,PT Boats: Knights of the Sea,2011,Studio4,windows,24,0.5,1,1,['8'],,
10260,PT Boats: South Gambit,2011,studio4,windows,15,0.333333333,1,1,['8'],,
10270,Disciples III: Reincarnation,2014,Akella,windows,870,0.710344828,1,1,"['1', '4']",['18'],
10460,The Club™,2008,Bizarre Creations,windows,97,0.484536082,1,1,['0'],['12'],
10500,Total War: EMPIRE – Definitive Edition,2009,CREATIVE ASSEMBLY;Feral Interactive (Mac);Feral Interactive (Linux),windows;mac;linux,16647,0.896738151,1,1,['1'],,
10680,Aliens vs. Predator™,2010,Rebellion,windows,10634,0.888470942,1,1,['0'],['6'],"['2', '4']"
11020,TrackMania Nations Forever,2008,Nadeo,windows,9496,0.868997473,1,1,['9'],,
11040,Sherlock Holmes - Nemesis,2008,Frogwares,windows,157,0.72611465,0,1,"['2', '4']",['4'],
11050,Dracula Origin,2008,Frogwares,windows,139,0.676258993,0,1,['2'],['4'],
11130,Sherlock Holmes: The Mystery of the Mummy,2009,Frogwares,windows,189,0.312169312,0,1,['2'],['4'],
11140,Sherlock Holmes: The Awakened - Remastered Edition,2009,Frogwares,windows,227,0.784140969,0,1,['2'],['4'],
11150,Sherlock Holmes: The Silver Earring,2009,Frogwares,windows,152,0.644736842,0,1,['2'],['4'],
11190,Sherlock Holmes versus Jack the Ripper,2009,Frogwares,windows,394,0.76142132,0,1,"['2', '4']",['4'],
11200,Shadowgrounds Survivor,2007,Frozenbyte,windows;mac,567,0.578483245,0,1,['0'],['21'],
11230,Gumboy Tournament,2008,"CINEMAX, s.r.o.",windows,493,0.711967546,1,1,"['3', '7', '9']",,
11240,Space Trader: Merchant Marine,2008,Meridian4,windows,609,0.490968801,1,1,"['0', '1', '3']","['6', '11']",['2']
11250,Pacific Storm,2008,Buka Entertainment;Lesta Studio,windows,29,0.689655172,1,1,"['1', '8']",['23'],
11260,Pacific Storm Allies,2008,Lesta Studio,windows,134,0.582089552,1,1,"['1', '8']",['23'],
11280,Penguins Arena: Sedna's World,2008,Frogames,windows;mac,1031,0.874878758,1,1,"['0', '3', '7']",,
11330,Obulis,2009,IonFX,windows,716,0.818435754,0,1,"['3', '7']",['0'],
11340,Larva Mortus,2009,Meridian4,windows,684,0.764619883,0,1,"['0', '3']",,
11360,Chains,2009,2DEngine.com,windows;mac,581,0.745266781,0,1,['3'],['0'],
11450,Overlord™,2009,Triumph Studios;Virtual Programming,windows;mac;linux,3715,0.925706595,0,1,['4'],,
11480,Soldiers: Heroes of World War II,2014,Best Way,windows,334,0.817365269,1,1,['1'],"['14', '23']",['2']
11560,Maelstrom: The Battle for Earth Begins,2009,KDV Games,windows,113,0.610619469,0,1,['1'],['14'],
11590,Hospital Tycoon,2009,Deep Red Limited,windows,476,0.367647059,0,1,['8'],,
12100,Grand Theft Auto III,2008,Rockstar Games,windows,5468,0.862838332,0,1,['0'],"['9', '16']",
12110,Grand Theft Auto: Vice City,2011,Rockstar Games,windows,10636,0.922997367,0,1,['0'],['9'],
12120,Grand Theft Auto: San Andreas,2008,Rockstar Games,windows,30120,0.892330677,1,1,['0'],['9'],
12130,Manhunt,2008,Rockstar North,windows,1249,0.653322658,0,1,['0'],,
12140,Max Payne,2008,Remedy Entertainment,windows,4361,0.900252236,0,1,['0'],['16'],
12150,Max Payne 2: The Fall of Max Payne,2008,Remedy Entertainment,windows,2678,0.935772965,0,1,['0'],,
12170,Grand Theft Auto,2008,Rockstar North,windows,229,0.868995633,0,1,['0'],"['9', '16']",
12180,Grand Theft Auto 2,2008,Rockstar North,windows,201,0.915422886,0,1,['0'],"['9', '16']",
12200,Bully: Scholarship Edition,2008,Rockstar New England,windows,10268,0.828204129,0,1,"['0', '2']",['9'],
12210,Grand Theft Auto IV,2008,Rockstar North;Rockstar Toronto,windows,54166,0.650592623,1,1,"['0', '2']",['9'],
12220,Grand Theft Auto: Episodes from Liberty City,2010,Rockstar North / Toronto,windows,8746,0.73187743,1,1,['0'],['9'],
12310,Culpa Innata,2008,Momentum Digital Media Technologies,windows,71,0.802816901,0,1,"['2', '4', '7']",['21'],
12320,Sacred Gold,2008,Ascaron Entertainment ltd.,windows,1808,0.823561947,0,1,"['0', '4']",,
12330,Darkstar One,2008,Ascaron Entertainment ltd.,windows,315,0.812698413,0,1,['0'],"['11', '21']",
12340,Jack Keane,2008,Deck13,windows,73,0.630136986,0,1,['2'],['4'],
12360,FlatOut: Ultimate Carnage,2008,Bugbear Entertainment,windows,2361,0.833121559,1,1,['9'],,
12390,Exodus from the Earth ,2008,Parallax Arts Studio,windows,95,0.536842105,1,1,['0'],['6'],
12420,Perimeter 2: New Earth,2009,KDV Games,windows,53,0.226415094,1,1,['1'],['14'],
12430,SlamIt Pinball Big Score,2009,Technetium Games,windows,100,0.31,0,1,['7'],,
12440,Ankh 2: Heart of Osiris ,2009,Deck 13,windows,40,0.575,0,1,['2'],['4'],
12450,Ankh 3: Battle of the Gods,2009,Deck 13,windows,20,0.6,0,1,['2'],['4'],
12460,BC Kings,2009,Mascot Entertainment,windows,161,0.527950311,1,1,['1'],['14'],
12470,Port Royale 2,2009,Ascaron Entertainment ltd.,windows,269,0.646840149,0,1,['1'],,
12480,9th Company: Roots Of Terror,2009,Noviy Disk;Lesta Studios Inc,windows,153,0.562091503,0,1,['1'],['14'],
12500,PuzzleQuest: Challenge of the Warlords,2008,Infinite Interactive,windows,641,0.875195008,1,1,['7'],['0'],['4']
12510,Prison Tycoon 3™: Lockdown,2008,Gamebryo;Virtual Playground,windows,107,0.168224299,0,1,['1'],,
12520,18 Wheels of Steel: American Long Haul,2008,SCS Software,windows,356,0.688202247,0,1,['9'],,
12530,Hunting Unlimited™ 2008,2008,SCS Software,windows,38,0.763157895,0,1,"['0', '1', '2']",,
12540,Mahjongg Investigations: Under Suspicion,2008,Zemnott,windows,27,0.777777778,0,1,['7'],['0'],
12560,Ride! Carnival Tycoon,2008,Gabriel Entertainment,windows,41,0.365853659,0,1,['8'],,
12590,Sprint Cars Road to Knoxville,2008,BigAnt Studios,windows,49,0.510204082,1,1,['9'],,
12600,Midnight Outlaw: 6 Hours to SunUp,2008,Merscom;Babylon,windows,37,0.27027027,0,1,['9'],,
12640,Drakensang,2009,Radon Labs,windows,310,0.767741935,0,1,['4'],['24'],
12670,Mission Runway,2009,Virtual Playground,windows,20,0.7,0,1,['8'],,
12710,Overlord™: Raising Hell,2009,Triumph Studios;Virtual Programming,windows;mac;linux,1021,0.926542605,0,1,['4'],,
12770,Rise of the Argonauts,2009,Liquid Entertainment,windows,543,0.672191529,0,1,['4'],,['1']
12790,Damnation,2009,Blue Omega Entertainment,windows,314,0.420382166,1,1,"['0', '2']",,['2']
12810,Overlord II,2009,Triumph Studios;Virtual Programming,windows;mac;linux,2422,0.873658134,0,1,['4'],['24'],
12830,Operation Flashpoint: Dragon Rising,2009,Codemasters Studios,windows,1604,0.63840399,0,1,['0'],['6'],
13000,Ninja Reflex: Steamworks Edition,2008,Sanzaru Games,windows,52,0.923076923,1,1,"['3', '7']",,
13140,America's Army 3,2009,U.S. Army,windows,2238,0.6769437,1,1,['0'],['6'],['4']
13200,Unreal 2: The Awakening,2008,"Epic Games, Inc.",windows,340,0.705882353,0,1,['0'],"['6', '21']",
13210,Unreal Tournament 3 Black,2009,"Epic Games, Inc.",windows,2692,0.896731055,1,1,['0'],['6'],['2']
13230,Unreal Tournament 2004: Editor's Choice Edition,2004,"Epic Games, Inc.",windows,2277,0.971014493,1,1,['0'],['6'],
13240,Unreal Tournament: Game of the Year Edition,2008,"Epic Games, Inc.",windows,2199,0.97044111,1,1,['0'],"['6', '16']",
13250,Unreal Gold,2008,"Epic Games, Inc.",windows,1360,0.902941176,1,1,['0'],"['6', '16']",
13500,Prince of Persia: Warrior Within™,2009,Ubisoft,windows,758,0.866754617,0,1,"['0', '2']",,
13520,Far Cry®,2008,Crytek Studios,windows,3708,0.835760518,0,1,['0'],"['6', '16']",
13530,Prince of Persia: The Two Thrones™,2009,Ubisoft Montreal,windows,474,0.770042194,0,1,"['0', '2']",,
13540,Tom Clancy's Rainbow Six® Vegas,2008,Ubisoft Montreal,windows,477,0.777777778,1,1,['0'],['6'],
13560,Tom Clancy's Splinter Cell®,2008,Ubisoft,windows,1047,0.859598854,0,1,['0'],,
13570,Tom Clancy's Splinter Cell Chaos Theory®,2009,Ubisoft Montreal,windows,1917,0.926969223,0,1,['0'],,
13580,Tom Clancy's Splinter Cell Double Agent®,2009,Ubisoft Montreal,windows,810,0.439506173,0,1,['0'],,
13600,Prince of Persia®: The Sands of Time,2009,Kudosoft,windows,953,0.871983211,0,1,"['0', '2']",,
13620,Tom Clancy's Ghost Recon® Desert Siege™,2008,Red Storm Entertainment,windows,36,0.944444444,1,1,['0'],['6'],
15000,Tom Clancy's Rainbow Six Lockdown™,2009,Red Storm Entertainment,windows,159,0.503144654,1,1,['0'],['6'],
15080,Rayman Raving Rabbids™,2008,Ubisoft Bulgaria;Ubisoft Montpellier,windows,319,0.749216301,0,1,"['0', '2']",['3'],
15100,Assassin's Creed™: Director's Cut Edition,2008,Ubisoft Montreal,windows,6905,0.831716148,0,1,"['0', '2']",['9'],
15120,Tom Clancy's Rainbow Six® Vegas 2,2008,Ubisoft Montreal,windows,3038,0.849901251,1,1,['0'],['6'],['2']
15130,Beyond Good and Evil™,2008,Ubisoft,windows,2009,0.907416625,0,1,"['0', '2']",['13'],
15160,Petz® Horsez® 2,2009,Ubisoft,windows,114,0.666666667,0,1,['8'],,
15170,Heroes of Might & Magic V,2008,Nival,windows,1441,0.873004858,0,1,['1'],"['18', '24']",
15190,Brothers in Arms: Road to Hill 30™,2008,Gearbox Software,windows,724,0.861878453,0,1,['0'],"['6', '23']",
15200,Silent Hunter®: Wolves of the Pacific,2009,Ubisoft Romania,windows,362,0.64640884,1,1,['8'],['23'],
15210,Silent Hunter® III,2008,Ubisoft,windows,798,0.85839599,1,1,['8'],['23'],['2']
15240,Silent Hunter®: Wolves of the Pacific U-Boat Missions,2009,Ubisoft Romania,windows,94,0.744680851,1,1,['8'],['23'],
15270,Cold Fear™,2008,Darkworks,windows,312,0.871794872,0,1,['0'],"['3', '10']",
15300,Tom Clancy's Ghost Recon®,2008,Red Storm Entertainment,windows,581,0.922547332,1,1,['0'],['6'],['2']
15320,IL-2 Sturmovik: 1946,2008,1C: Maddox Games,windows,1472,0.874320652,1,1,['8'],['23'],['4']
15370,Heroes of Might & Magic V: Tribes of the East,2008,Nival,windows,825,0.92,0,1,['1'],['18'],
15380,Heroes of Might & Magic V: Hammers of Fate,2008,Nival,windows,105,0.8,0,1,['1'],['18'],
15390,Brothers in Arms: Hell's Highway™,2008,Gearbox Software,windows,921,0.89359392,0,1,['0'],"['6', '23']",
15400,Harvest: Massive Encounter,2009,Oxeye Game Studio,windows;mac;linux,110,0.809090909,0,1,"['1', '3']",['17'],
15500,The Wonderful End of the World,2008,"Dejobaan Games, LLC",windows,537,0.748603352,0,1,"['3', '7']",,
15520,AaAaAA!!! - A Reckless Disregard for Gravity,2009,"Dejobaan Games, LLC",windows,650,0.841538462,0,1,"['0', '3', '12']",,
15560,AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome,2011,"Dejobaan Games, LLC;Owlchemy Labs",windows;mac;linux,999,0.747747748,0,1,"['0', '3', '12']",,['1']
15620,"Warhammer 40,000: Dawn of War II",2009,Relic Entertainment;Feral Interactive (Mac/Linux),windows;mac;linux,6381,0.881679987,1,1,['1'],['14'],"['2', '4']"
15700,Oddworld: Abe's Oddysee®,2008,Oddworld Inhabitants,windows,3181,0.861049984,0,1,['2'],['16'],
15710,Oddworld: Abe's Exoddus®,2008,Oddworld Inhabitants,windows,854,0.943793911,0,1,['2'],,['5']
15740,Oddworld: Munch's Oddysee,2010,Oddworld Inhabitants,windows,592,0.738175676,0,1,"['0', '1', '2']",,
15750,Oddworld: Stranger's Wrath HD,2010,Oddworld Inhabitants,windows,898,0.845211581,0,1,"['0', '1', '2']",,
15800,Planet Busters,2008,Slam,windows,2,0.5,0,1,"['3', '7']",,
15900,7 Wonders II,2008,MumboJumbo,windows,121,0.760330579,0,1,['7'],['0'],
15910,Luxor Amun Rising,2008,MumboJumbo,windows,9,0.666666667,0,1,['7'],,
15920,Luxor 2,2008,MumboJumbo,windows,21,0.333333333,0,1,['7'],,
15930,Luxor 3,2008,MumboJumbo,windows,66,0.787878788,0,1,['7'],['0'],
15960,Little Farm,2008,MumboJumbo,windows,108,0.675925926,0,1,['7'],['0'],
15970,Luxor,2008,MumboJumbo,windows;mac,43,0.674418605,0,1,['7'],,
16000,Discovery! A Seek and Find Adventure,2008,MumboJumbo,windows,49,0.408163265,0,1,['7'],['5'],
16020,Samantha Swift and the Hidden Roses of Athena,2008,MumboJumbo,windows,53,0.566037736,0,1,['7'],['5'],
16030,7 Wonders: Treasures of Seven,2008,MumboJumbo,windows,78,0.730769231,0,1,['7'],['0'],
16040,Luxor: Quest for the Afterlife ,2008,MumboJumbo,windows,43,0.674418605,0,1,['7'],['0'],
16060,Samantha Swift and the Golden Touch,2009,MumboJumbo,windows,51,0.509803922,0,1,['7'],['5'],
16100,Virtual Villagers: A New Home,2008,Last Day of Work,windows,27,0.740740741,0,1,"['7', '8']",,
16110,Virtual Villagers: The Lost Children,2008,Last Day of Work,windows,14,0.785714286,0,1,"['7', '8']",,
16120,Plant Tycoon,2008,Last Day of Work,windows,53,0.905660377,0,1,"['7', '8']",,
16130,Fish Tycoon,2008,Last Day of Work,windows,43,0.813953488,0,1,"['7', '8']",,
16180,Virtual Villagers - The Secret City,2008,Last Day of Work,windows,39,0.820512821,0,1,"['7', '8']",,
16200,Virtual Families,2009,Last Day of Work,windows,27,0.740740741,0,1,"['7', '8']",,
16450,F.E.A.R. 2: Project Origin,2009,Monolith,windows,3783,0.865450701,1,1,['0'],"['3', '6']",
16500,Chaos Theory,2008,blurredVision,windows,11,0.909090909,0,1,"['3', '7']",['0'],
16600,Trials 2: Second Edition,2008,Redlynx,windows,202,0.836633663,1,1,"['3', '9', '12']",['14'],
16620,Monster Trucks Nitro ,2009,Redlynx Ltd,windows;mac,34,0.617647059,0,1,"['3', '9', '12']",['14'],
16710,Insecticide Part 1,2008,Crackpot Entertainment,windows,418,0.736842105,0,1,"['0', '2']",['13'],
16720,Velvet Assassin,2009,Replay Studios,windows;mac,2051,0.594344222,0,1,['0'],['13'],
16730,Legendary,2008,Spark Unlimited,windows,2095,0.522673031,0,1,['0'],['6'],
16810,Sid Meier's Civilization IV: Colonization,2008,Firaxis Games,windows;mac,425,0.776470588,1,1,['1'],['18'],
16900,GROUND BRANCH,2018,BlackFoot Studios,windows,742,0.807277628,1,1,"['0', '3', '13']",,"['0', '2']"
17080,Tribes: Ascend,2012,Hi-Rez Studios,windows,8208,0.788255361,1,0,['0'],['6'],['2']
17100,Children of the Nile: Enhanced Edition,2008,"Tilted Mill Entertainment, Inc.",windows,218,0.825688073,0,1,"['1', '8']",,
17120,Children of the Nile: Alexandria,2008,"Tilted Mill Entertainment, Inc.",windows,67,0.805970149,0,1,"['1', '8']",,
17140,Hinterland,2008,"Tilted Mill Entertainment, Inc.",windows,151,0.748344371,0,1,"['1', '4']",['24'],
17180,Mosby's Confederacy,2008,"Tilted Mill Entertainment, Inc.",windows,21,0.714285714,0,1,['1'],,
17300,Crysis,2008,Crytek,windows,7352,0.826305767,0,1,['0'],"['6', '21']",
17330,Crysis Warhead®,2008,Crytek,windows,2006,0.8444666,0,1,['0'],"['6', '21']",
17390,SPORE™,2008,Maxis™,windows,17115,0.882325446,0,1,['8'],['9'],
17410,Mirror's Edge™,2009,DICE,windows,20221,0.884229267,0,1,"['0', '2']",,['1']
17430,Need for Speed Undercover,2008,EA Black Box,windows,3432,0.68502331,1,1,"['0', '9']",['9'],
17440,SPORE™ Creepy & Cute Parts Pack,2008,Maxis™,windows,581,0.82788296,0,1,['8'],['9'],
17450,Dragon Age: Origins,2009,BioWare,windows,6675,0.92988764,0,1,['4'],"['22', '24']",
17460,Mass Effect,2008,BioWare,windows,10773,0.93817878,0,1,"['0', '4']","['21', '22']",
17470,Dead Space,2009,EA Redwood Shores,windows,10185,0.8970054,0,1,['0'],"['3', '21']",['1']
17480,Command & Conquer: Red Alert 3,2009,EA Los Angeles,windows,5245,0.836987607,0,1,['1'],['14'],
17500,Zombie Panic! Source,2008,Zombie Panic Team,windows;linux,6181,0.852127487,1,0,"['0', '3']",['20'],"['2', '4']"
17570,"Pirates, Vikings, and Knights II",2010,Octoshark Studios,windows;mac;linux,4421,0.868355576,1,0,"['0', '3']",,"['4', '8']"
17710,Nuclear Dawn,2011,GameConnect;InterWave Studios,windows;mac;linux,2116,0.791587902,1,0,"['0', '1']",['6'],"['4', '8']"
17740,Empires Mod,2008,Empires,windows;linux,778,0.85218509,1,0,"['0', '1']",,"['4', '8']"
18000,"Precipice of Darkness, Episode One",2008,Hothead Games,windows,436,0.903669725,0,1,"['2', '4']",,
18020,"Precipice of Darkness, Episode Two",2008,Hothead Games,windows,141,0.836879433,0,1,"['2', '4']",,
18040,DeathSpank,2010,Hothead Games,windows;mac,574,0.940766551,0,1,"['0', '3', '4']",,['4']
18050,DeathSpank: Thongs of Virtue,2010,Hothead Games,windows;mac,143,0.874125874,0,1,"['0', '3', '4']",,['4']
18070,The Baconing,2011,Hothead Games,windows;mac,186,0.801075269,0,1,"['0', '2', '4']",,['4']
18120,Unstoppable Gorg,2012,Futuremark,windows;mac,238,0.798319328,0,1,"['0', '1', '3', '7']",['17'],['4']
18300,Spectraball,2008,Shorebound Studios,windows;mac;linux,398,0.746231156,0,1,"['3', '7']",['0'],
18400,Crazy Machines 2,2008,Fakt Software,windows,205,0.473170732,0,1,"['1', '7']",['0'],
18420,Crazy Machines,2008,Fakt Software,windows,122,0.803278689,0,1,"['1', '7']",['0'],
18470,Helldorado,2009,Spellbound,windows,76,0.697368421,0,1,['1'],,
18480,Mata Hari,2009,4Head Studios,windows,90,0.588888889,0,1,['2'],"['4', '13']",
18500,Defense Grid: The Awakening,2008,Hidden Path Entertainment,windows,3420,0.966959064,0,1,"['1', '3']","['17', '21']",['1']
18600,Mayhem Intergalactic,2009,Inventive Dingo,windows,22,0.545454545,1,1,"['1', '3']",,
18700,And Yet It Moves,2009,Broken Rules,windows;mac;linux,1062,0.692090395,0,1,"['0', '3']",['0'],
18820,Zero Gear,2010,Brian Cronin,windows,825,0.79030303,1,1,"['0', '3', '9', '12']",,['4']
19000,Silent Hill Homecoming,2009,Double Helix Games,windows,917,0.52344602,0,1,['2'],"['3', '10']",
19020,Puzzle Chronicles,2010,Infinite Interactive,windows,24,0.666666667,1,1,"['4', '7']",['0'],['4']
19030,Rocket Knight,2010,Climax Studios,windows,92,0.760869565,0,1,"['0', '2']",,['4']
19080,Biozone,2010,G5 Entertainment,windows,14,0.071428571,0,1,"['0', '2', '7']",,
19200,Tank Universal,2008,Dialogue Design,windows,416,0.543269231,0,1,"['0', '3']",,
19320,Space Ark,2012,Strawdog Studios Ltd,windows,14,0.428571429,0,1,"['0', '3', '7']",,['4']
19500,Eternity's Child,2008,Luc Bernard;SilverSphereStudios,windows,63,0.253968254,0,1,"['2', '3']",,
19800,Brothers in Arms: Earned in Blood™,2008,Gearbox Software,windows,356,0.851123596,0,1,['0'],"['6', '23']",
19830,Tom Clancy's Rainbow Six® 3 Gold,2008,Red Storm Entertainment;Ubisoft Montreal,windows,882,0.919501134,0,1,['0'],['6'],
19900,Far Cry® 2: Fortune's Edition,2008,Ubisoft Montreal,windows,7031,0.752666761,1,1,['0'],"['6', '9']",
19980,Prince of Persia®,2008,Ubisoft Montreal,windows,1214,0.780889621,0,1,"['0', '2']",,
20200,Galactic Bowling,2008,Perpetual FX Creative,windows,16,0.375,1,1,"['3', '7', '12']",['14'],
20510,S.T.A.L.K.E.R.: Clear Sky,2008,GSC Game World,windows,6453,0.860065086,1,1,"['0', '4']",['9'],
20530,Red Faction,2009,"Volition, Inc.",windows,1478,0.897834912,1,1,['0'],"['6', '21']",['4']
20540,Company of Heroes: Tales of Valor,2009,Relic Entertainment,windows,1438,0.929763561,1,1,['1'],"['14', '23']",['4']
20550,Red Faction II,2009,"Volition, Inc.",windows,667,0.530734633,0,1,"['0', '1']",['6'],['4']
20570,"Warhammer® 40,000: Dawn of War® II Chaos Rising",2010,Relic Entertainment;Feral Interactive (Mac/Linux),windows;mac;linux,1809,0.909342178,1,1,['1'],['14'],"['2', '4']"
20700,Starscape,2008,Moonpod,windows,65,0.769230769,0,1,"['0', '1', '3']",,
20710,Mr. Robot,2008,Moonpod,windows,67,0.820895522,0,1,"['0', '1', '3']",,
20820,Shatter,2010,Sidhe,windows;mac;linux,1027,0.937682571,0,1,"['0', '3']",['12'],"['4', '7']"
20900,The Witcher: Enhanced Edition Director's Cut,2008,CD PROJEKT RED,windows;mac,30597,0.86217603,0,1,"['0', '4']","['22', '24']",['4']
20920,The Witcher 2: Assassins of Kings Enhanced Edition,2012,CD PROJEKT RED,windows;mac;linux,41137,0.885504534,0,1,['4'],['24'],['4']
21000,LEGO® Batman™: The Videogame,2008,Traveller's Tales,windows,1292,0.812693498,0,1,"['0', '2']",,['1']
21010,Watchmen: The End is Nigh,2009,Deadline Games,windows,347,0.654178674,1,1,['0'],,
21030,Watchmen: The End is Nigh Part 2,2009,Deadline Games  ,windows,148,0.655405405,1,1,['0'],,['2']
